  117.500000  122.500000   26.000000   30.000000  5.00000000E-02  5.00000000E-02    2015021500
  -4.38045E+00  -4.83544E+00  -5.48008E+00  -6.39649E+00  -7.72077E+00  -9.56230E+00  -1.19803E+01  -1.49905E+01  -1.85790E+01  -2.27054E+01  -2.73022E+01  -3.22699E+01  -3.74761E+01  -4.27631E+01  -4.79557E+01
  -5.28673E+01  -5.73082E+01  -6.11097E+01  -6.41461E+01  -6.63522E+01  -6.77104E+01  -6.82253E+01  -6.79209E+01  -6.68452E+01  -6.50724E+01  -6.26966E+01  -5.98134E+01  -5.65153E+01  -5.29047E+01  -4.91131E+01
  -4.53075E+01  -4.16770E+01  -3.84140E+01  -3.56893E+01  -3.36331E+01  -3.23254E+01  -3.18015E+01  -3.20620E+01  -3.30814E+01  -3.48101E+01  -3.71619E+01  -4.00069E+01  -4.31833E+01  -4.65200E+01  -4.98587E+01
  -5.30657E+01  -5.60318E+01  -5.86530E+01  -6.08143E+01  -6.23957E+01  -6.32936E+01  -6.34442E+01  -6.28203E+01  -6.14161E+01  -5.92375E+01  -5.63079E+01  -5.26803E+01  -4.84422E+01  -4.37090E+01  -3.86201E+01
  -3.33271E+01  -2.79830E+01  -2.27264E+01  -1.76579E+01  -1.28244E+01  -8.22025E+00  -3.79756E+00   5.14695E-01   4.78837E+00   9.08083E+00   1.34342E+01   1.78729E+01   2.23965E+01   2.69697E+01   3.15221E+01
   3.59592E+01   4.01830E+01   4.40934E+01   4.75876E+01   5.05725E+01   5.29695E+01   5.47152E+01   5.57610E+01   5.60697E+01   5.56167E+01   5.43953E+01   5.24209E+01   4.97378E+01   4.64242E+01   4.25870E+01
   3.83536E+01   3.38664E+01   2.92790E+01   2.47539E+01   2.04597E+01   1.65621E+01   1.32055E+01   1.04757E+01   8.37180E+00   6.85422E+00
  -4.86332E+00  -5.29667E+00  -6.07312E+00  -7.35074E+00  -9.39685E+00  -1.24260E+01  -1.65566E+01  -2.18239E+01  -2.82053E+01  -3.56272E+01  -4.39613E+01  -5.30143E+01  -6.25257E+01  -7.21856E+01  -8.16585E+01
  -9.06020E+01  -9.86790E+01  -1.05587E+02  -1.11095E+02  -1.15077E+02  -1.17495E+02  -1.18365E+02  -1.17739E+02  -1.15708E+02  -1.12403E+02  -1.07982E+02  -1.02609E+02  -9.64543E+01  -8.97101E+01  -8.26185E+01
  -7.54805E+01  -6.86389E+01  -6.24436E+01  -5.72147E+01  -5.32200E+01  -5.06541E+01  -4.96282E+01  -5.01716E+01  -5.22406E+01  -5.57167E+01  -6.04000E+01  -6.60166E+01  -7.22532E+01  -7.87936E+01  -8.53509E+01
  -9.16773E+01  -9.75574E+01  -1.02780E+02  -1.07114E+02  -1.10329E+02  -1.12234E+02  -1.12719E+02  -1.11754E+02  -1.09351E+02  -1.05547E+02  -1.00402E+02  -9.40091E+01  -8.65132E+01  -7.81039E+01  -6.90173E+01
  -5.95258E+01  -4.99181E+01  -4.04633E+01  -3.13655E+01  -2.27320E+01  -1.45693E+01  -6.80484E+00   6.84740E-01   8.04109E+00   1.53941E+01   2.28492E+01   3.04816E+01   3.83192E+01   4.63146E+01   5.43447E+01
   6.22370E+01   6.98039E+01   7.68492E+01   8.31729E+01   8.85926E+01   9.29564E+01   9.61442E+01   9.80614E+01   9.86341E+01   9.78095E+01   9.55675E+01   9.19285E+01   8.69708E+01   8.08374E+01   7.37270E+01
   6.58781E+01   5.75599E+01   4.90637E+01   4.06990E+01   3.27879E+01   2.56517E+01   1.95786E+01   1.47471E+01   1.11542E+01   8.65040E+00
  -5.45120E+00  -5.97750E+00  -7.11278E+00  -9.11690E+00  -1.24245E+01  -1.73839E+01  -2.41893E+01  -3.28968E+01  -4.34624E+01  -5.57537E+01  -6.95452E+01  -8.45013E+01  -1.00172E+02  -1.16026E+02  -1.31495E+02
  -1.46025E+02  -1.59096E+02  -1.70253E+02  -1.79146E+02  -1.85566E+02  -1.89439E+02  -1.90792E+02  -1.89713E+02  -1.86340E+02  -1.80859E+02  -1.73493E+02  -1.64487E+02  -1.54116E+02  -1.42702E+02  -1.30640E+02
  -1.18416E+02  -1.06580E+02  -9.57071E+01  -8.63515E+01  -7.90198E+01  -7.41278E+01  -7.19579E+01  -7.26222E+01  -7.60536E+01  -8.20065E+01  -9.00814E+01  -9.97680E+01  -1.10518E+02  -1.21801E+02  -1.33140E+02
  -1.44110E+02  -1.54321E+02  -1.63392E+02  -1.70928E+02  -1.76554E+02  -1.79971E+02  -1.81015E+02  -1.79655E+02  -1.75951E+02  -1.70002E+02  -1.61939E+02  -1.51917E+02  -1.40142E+02  -1.26869E+02  -1.12432E+02
  -9.72367E+01  -8.17384E+01  -6.63768E+01  -5.15048E+01  -3.73375E+01  -2.39361E+01  -1.12319E+01   9.37277E-01   1.27811E+01   2.45161E+01   3.63408E+01   4.84132E+01   6.08157E+01   7.35115E+01   8.63406E+01
   9.90460E+01   1.11319E+02   1.22823E+02   1.33212E+02   1.42170E+02   1.49431E+02   1.54784E+02   1.58067E+02   1.59149E+02   1.57935E+02   1.54382E+02   1.48513E+02   1.40447E+02   1.30405E+02   1.18707E+02
   1.05743E+02   9.19624E+01   7.78574E+01   6.39512E+01   5.07899E+01   3.89213E+01   2.88487E+01   2.08986E+01   1.50812E+01   1.10702E+01
  -6.26328E+00  -7.09329E+00  -8.92300E+00  -1.21581E+01  -1.74310E+01  -2.52392E+01  -3.58564E+01  -4.93506E+01  -6.56361E+01  -8.44894E+01  -1.05546E+02  -1.28277E+02  -1.51983E+02  -1.75843E+02  -1.98995E+02
  -2.20616E+02  -2.39967E+02  -2.56433E+02  -2.69544E+02  -2.79016E+02  -2.84733E+02  -2.86713E+02  -2.85062E+02  -2.79951E+02  -2.71614E+02  -2.60339E+02  -2.46460E+02  -2.30368E+02  -2.12529E+02  -1.93531E+02
  -1.74096E+02  -1.55053E+02  -1.37302E+02  -1.21756E+02  -1.09297E+02  -1.00693E+02  -9.65024E+01  -9.69740E+01  -1.02013E+02  -1.11190E+02  -1.23813E+02  -1.39024E+02  -1.55929E+02  -1.73677E+02  -1.91509E+02
  -2.08742E+02  -2.24751E+02  -2.38934E+02  -2.50702E+02  -2.59517E+02  -2.64960E+02  -2.66811E+02  -2.65051E+02  -2.59810E+02  -2.51284E+02  -2.39705E+02  -2.25317E+02  -2.08393E+02  -1.89257E+02  -1.68326E+02
  -1.46133E+02  -1.23299E+02  -1.00459E+02  -7.81557E+01  -5.67598E+01  -3.64308E+01  -1.71401E+01   1.28626E+00   1.91066E+01   3.66156E+01   5.41080E+01   7.18408E+01   8.99803E+01   1.08539E+02   1.27357E+02
   1.46113E+02   1.64369E+02   1.81613E+02   1.97304E+02   2.10934E+02   2.22074E+02   2.30382E+02   2.35594E+02   2.37508E+02   2.35971E+02   2.30909E+02   2.22346E+02   2.10438E+02   1.95494E+02   1.77968E+02
   1.58433E+02   1.37572E+02   1.16137E+02   9.49364E+01   7.48164E+01   5.66328E+01   4.11887E+01   2.90278E+01   2.01966E+01   1.41170E+01
